timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-07-01T00:43:44.037315,fan_hunter,3368,0,0.0000,0.0
2026-07-01T00:43:44.037315,dm_monitor,1,0,0.0000,0.0
2026-07-01T00:43:44.037315,reply_v17,61,0,0.0000,0.0
2026-07-01T02:43:44.200878,fan_hunter,3375,0,0.0000,0.0
2026-07-01T02:43:44.200878,dm_monitor,1,0,0.0000,0.0
2026-07-01T02:43:44.200878,reply_v17,61,0,0.0000,0.0
2026-07-01T04:43:44.523979,fan_hunter,3376,0,0.0000,0.0
2026-07-01T04:43:44.523979,dm_monitor,1,0,0.0000,0.0
2026-07-01T04:43:44.523979,reply_v17,61,0,0.0000,0.0
2026-07-01T06:43:44.838518,fan_hunter,3377,0,0.0000,0.0
2026-07-01T06:43:44.838518,dm_monitor,1,0,0.0000,0.0
2026-07-01T06:43:44.838518,reply_v17,61,0,0.0000,0.0
2026-07-01T08:43:45.240666,fan_hunter,3377,0,0.0000,0.0
2026-07-01T08:43:45.240666,dm_monitor,1,0,0.0000,0.0
2026-07-01T08:43:45.240666,reply_v17,61,0,0.0000,0.0
2026-07-01T10:43:45.465295,fan_hunter,3392,0,0.0000,0.0
2026-07-01T10:43:45.465295,dm_monitor,1,0,0.0000,0.0
2026-07-01T10:43:45.465295,reply_v17,61,0,0.0000,0.0
2026-07-01T12:43:45.894786,fan_hunter,3392,0,0.0000,0.0
2026-07-01T12:43:45.894786,dm_monitor,1,0,0.0000,0.0
2026-07-01T12:43:45.894786,reply_v17,61,0,0.0000,0.0
2026-07-01T14:43:46.335930,fan_hunter,3434,0,0.0000,0.0
2026-07-01T14:43:46.335930,dm_monitor,1,0,0.0000,0.0
2026-07-01T14:43:46.335930,reply_v17,61,0,0.0000,0.0
2026-07-01T16:43:46.623377,fan_hunter,3436,0,0.0000,0.0
2026-07-01T16:43:46.623377,dm_monitor,1,0,0.0000,0.0
2026-07-01T16:43:46.623377,reply_v17,61,0,0.0000,0.0
2026-07-01T18:43:46.947921,fan_hunter,3441,0,0.0000,0.0
2026-07-01T18:43:46.947921,dm_monitor,1,0,0.0000,0.0
2026-07-01T18:43:46.947921,reply_v17,61,0,0.0000,0.0
2026-07-01T20:43:47.387394,fan_hunter,3453,0,0.0000,0.0
2026-07-01T20:43:47.387394,dm_monitor,1,0,0.0000,0.0
2026-07-01T20:43:47.387394,reply_v17,61,0,0.0000,0.0
2026-07-01T22:43:47.664514,fan_hunter,3454,0,0.0000,0.0
2026-07-01T22:43:47.664514,dm_monitor,1,0,0.0000,0.0
2026-07-01T22:43:47.664514,reply_v17,61,0,0.0000,0.0
