timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-06-14T01:05:51.999247,fan_hunter,1834,0,0.0000,0.0
2026-06-14T01:05:51.999247,dm_monitor,1,0,0.0000,0.0
2026-06-14T01:05:51.999247,reply_v17,61,0,0.0000,0.0
2026-06-14T03:05:52.500241,fan_hunter,1834,0,0.0000,0.0
2026-06-14T03:05:52.500241,dm_monitor,1,0,0.0000,0.0
2026-06-14T03:05:52.500241,reply_v17,61,0,0.0000,0.0
2026-06-14T05:05:52.706825,fan_hunter,1835,0,0.0000,0.0
2026-06-14T05:05:52.706825,dm_monitor,1,0,0.0000,0.0
2026-06-14T05:05:52.706825,reply_v17,61,0,0.0000,0.0
2026-06-14T07:05:53.212746,fan_hunter,1850,0,0.0000,0.0
2026-06-14T07:05:53.212746,dm_monitor,1,0,0.0000,0.0
2026-06-14T07:05:53.212746,reply_v17,61,0,0.0000,0.0
2026-06-14T09:05:53.610566,fan_hunter,1850,0,0.0000,0.0
2026-06-14T09:05:53.610566,dm_monitor,1,0,0.0000,0.0
2026-06-14T09:05:53.610566,reply_v17,61,0,0.0000,0.0
2026-06-14T11:05:54.141590,fan_hunter,1851,0,0.0000,0.0
2026-06-14T11:05:54.141590,dm_monitor,1,0,0.0000,0.0
2026-06-14T11:05:54.141590,reply_v17,61,0,0.0000,0.0
2026-06-14T13:05:54.412151,fan_hunter,1870,0,0.0000,0.0
2026-06-14T13:05:54.412151,dm_monitor,1,0,0.0000,0.0
2026-06-14T13:05:54.412151,reply_v17,61,0,0.0000,0.0
2026-06-14T15:05:54.716642,fan_hunter,1872,0,0.0000,0.0
2026-06-14T15:05:54.716642,dm_monitor,1,0,0.0000,0.0
2026-06-14T15:05:54.716642,reply_v17,61,0,0.0000,0.0
2026-06-14T17:05:54.857569,fan_hunter,1873,0,0.0000,0.0
2026-06-14T17:05:54.857569,dm_monitor,1,0,0.0000,0.0
2026-06-14T17:05:54.857569,reply_v17,61,0,0.0000,0.0
2026-06-14T19:05:55.291652,fan_hunter,1874,0,0.0000,0.0
2026-06-14T19:05:55.291652,dm_monitor,1,0,0.0000,0.0
2026-06-14T19:05:55.291652,reply_v17,61,0,0.0000,0.0
2026-06-14T21:05:54.441582,fan_hunter,1877,0,0.0000,0.0
2026-06-14T21:05:54.441582,dm_monitor,1,0,0.0000,0.0
2026-06-14T21:05:54.441582,reply_v17,61,0,0.0000,0.0
2026-06-14T22:13:22.367952,fan_hunter,1877,0,0.0000,0.0
2026-06-14T22:13:22.367952,dm_monitor,1,0,0.0000,0.0
2026-06-14T22:13:22.367952,reply_v17,61,0,0.0000,0.0
