timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-07-08T01:37:49.618595,fan_hunter,3896,0,0.0000,0.0
2026-07-08T01:37:49.618595,dm_monitor,1,0,0.0000,0.0
2026-07-08T01:37:49.618595,reply_v17,61,0,0.0000,0.0
2026-07-08T03:37:49.892779,fan_hunter,3897,0,0.0000,0.0
2026-07-08T03:37:49.892779,dm_monitor,1,0,0.0000,0.0
2026-07-08T03:37:49.892779,reply_v17,61,0,0.0000,0.0
2026-07-08T05:37:50.106882,fan_hunter,3921,0,0.0000,0.0
2026-07-08T05:37:50.106882,dm_monitor,1,0,0.0000,0.0
2026-07-08T05:37:50.106882,reply_v17,61,0,0.0000,0.0
2026-07-08T07:37:50.490316,fan_hunter,3921,0,0.0000,0.0
2026-07-08T07:37:50.490316,dm_monitor,1,0,0.0000,0.0
2026-07-08T07:37:50.490316,reply_v17,61,0,0.0000,0.0
2026-07-08T09:37:50.743468,fan_hunter,3926,0,0.0000,0.0
2026-07-08T09:37:50.743468,dm_monitor,1,0,0.0000,0.0
2026-07-08T09:37:50.743468,reply_v17,61,0,0.0000,0.0
2026-07-08T11:37:50.868957,fan_hunter,3927,0,0.0000,0.0
2026-07-08T11:37:50.868957,dm_monitor,1,0,0.0000,0.0
2026-07-08T11:37:50.868957,reply_v17,61,0,0.0000,0.0
2026-07-08T13:37:51.221742,fan_hunter,3930,0,0.0000,0.0
2026-07-08T13:37:51.221742,dm_monitor,1,0,0.0000,0.0
2026-07-08T13:37:51.221742,reply_v17,61,0,0.0000,0.0
2026-07-08T15:37:51.548850,fan_hunter,3936,0,0.0000,0.0
2026-07-08T15:37:51.548850,dm_monitor,1,0,0.0000,0.0
2026-07-08T15:37:51.548850,reply_v17,61,0,0.0000,0.0
2026-07-08T17:37:51.803876,fan_hunter,3936,0,0.0000,0.0
2026-07-08T17:37:51.803876,dm_monitor,1,0,0.0000,0.0
2026-07-08T17:37:51.803876,reply_v17,61,0,0.0000,0.0
2026-07-08T19:37:51.921646,fan_hunter,3936,0,0.0000,0.0
2026-07-08T19:37:51.921646,dm_monitor,1,0,0.0000,0.0
2026-07-08T19:37:51.921646,reply_v17,61,0,0.0000,0.0
2026-07-08T21:37:52.438066,fan_hunter,3945,0,0.0000,0.0
2026-07-08T21:37:52.438066,dm_monitor,1,0,0.0000,0.0
2026-07-08T21:37:52.438066,reply_v17,61,0,0.0000,0.0
2026-07-08T23:37:52.693235,fan_hunter,4006,0,0.0000,0.0
2026-07-08T23:37:52.693235,dm_monitor,1,0,0.0000,0.0
2026-07-08T23:37:52.693235,reply_v17,61,0,0.0000,0.0
