timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-07-09T01:37:53.010035,fan_hunter,4006,0,0.0000,0.0
2026-07-09T01:37:53.010035,dm_monitor,1,0,0.0000,0.0
2026-07-09T01:37:53.010035,reply_v17,61,0,0.0000,0.0
2026-07-09T03:37:53.247041,fan_hunter,4006,0,0.0000,0.0
2026-07-09T03:37:53.247041,dm_monitor,1,0,0.0000,0.0
2026-07-09T03:37:53.247041,reply_v17,61,0,0.0000,0.0
2026-07-09T05:28:52.353707,fan_hunter,4047,0,0.0000,0.0
2026-07-09T05:28:52.353707,dm_monitor,1,0,0.0000,0.0
2026-07-09T05:28:52.353707,reply_v17,61,0,0.0000,0.0
2026-07-09T07:28:52.841983,fan_hunter,4048,0,0.0000,0.0
2026-07-09T07:28:52.841983,dm_monitor,1,0,0.0000,0.0
2026-07-09T07:28:52.841983,reply_v17,61,0,0.0000,0.0
2026-07-09T09:28:53.053998,fan_hunter,4049,0,0.0000,0.0
2026-07-09T09:28:53.053998,dm_monitor,1,0,0.0000,0.0
2026-07-09T09:28:53.053998,reply_v17,61,0,0.0000,0.0
2026-07-09T11:28:53.289953,fan_hunter,4057,0,0.0000,0.0
2026-07-09T11:28:53.289953,dm_monitor,1,0,0.0000,0.0
2026-07-09T11:28:53.289953,reply_v17,61,0,0.0000,0.0
2026-07-09T13:28:53.354445,fan_hunter,4058,0,0.0000,0.0
2026-07-09T13:28:53.354445,dm_monitor,1,0,0.0000,0.0
2026-07-09T13:28:53.354445,reply_v17,61,0,0.0000,0.0
2026-07-09T15:28:53.841914,fan_hunter,4077,0,0.0000,0.0
2026-07-09T15:28:53.841914,dm_monitor,1,0,0.0000,0.0
2026-07-09T15:28:53.841914,reply_v17,61,0,0.0000,0.0
2026-07-09T17:28:54.268299,fan_hunter,4095,0,0.0000,0.0
2026-07-09T17:28:54.268299,dm_monitor,1,0,0.0000,0.0
2026-07-09T17:28:54.268299,reply_v17,61,0,0.0000,0.0
2026-07-09T19:28:54.369883,fan_hunter,4095,0,0.0000,0.0
2026-07-09T19:28:54.369883,dm_monitor,1,0,0.0000,0.0
2026-07-09T19:28:54.369883,reply_v17,61,0,0.0000,0.0
2026-07-09T21:27:57.934457,fan_hunter,4095,0,0.0000,0.0
2026-07-09T21:27:57.934457,dm_monitor,1,0,0.0000,0.0
2026-07-09T21:27:57.934457,reply_v17,61,0,0.0000,0.0
2026-07-09T23:27:58.846480,fan_hunter,4096,0,0.0000,0.0
2026-07-09T23:27:58.846480,dm_monitor,1,0,0.0000,0.0
2026-07-09T23:27:58.846480,reply_v17,61,0,0.0000,0.0
