timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-07-13T00:04:45.177366,fan_hunter,4546,0,0.0000,0.0
2026-07-13T00:04:45.177366,dm_monitor,1,0,0.0000,0.0
2026-07-13T00:04:45.177366,reply_v17,61,0,0.0000,0.0
2026-07-13T02:04:45.467368,fan_hunter,4547,0,0.0000,0.0
2026-07-13T02:04:45.467368,dm_monitor,1,0,0.0000,0.0
2026-07-13T02:04:45.467368,reply_v17,61,0,0.0000,0.0
2026-07-13T04:04:45.732797,fan_hunter,4547,0,0.0000,0.0
2026-07-13T04:04:45.732797,dm_monitor,1,0,0.0000,0.0
2026-07-13T04:04:45.732797,reply_v17,61,0,0.0000,0.0
2026-07-13T06:04:45.968241,fan_hunter,4552,0,0.0000,0.0
2026-07-13T06:04:45.968241,dm_monitor,1,0,0.0000,0.0
2026-07-13T06:04:45.968241,reply_v17,61,0,0.0000,0.0
2026-07-13T08:04:46.289494,fan_hunter,4552,0,0.0000,0.0
2026-07-13T08:04:46.289494,dm_monitor,1,0,0.0000,0.0
2026-07-13T08:04:46.289494,reply_v17,61,0,0.0000,0.0
2026-07-13T10:04:46.918604,fan_hunter,4555,0,0.0000,0.0
2026-07-13T10:04:46.918604,dm_monitor,1,0,0.0000,0.0
2026-07-13T10:04:46.918604,reply_v17,61,0,0.0000,0.0
2026-07-13T12:04:47.388140,fan_hunter,4557,0,0.0000,0.0
2026-07-13T12:04:47.388140,dm_monitor,1,0,0.0000,0.0
2026-07-13T12:04:47.388140,reply_v17,61,0,0.0000,0.0
2026-07-13T14:04:47.644560,fan_hunter,4557,0,0.0000,0.0
2026-07-13T14:04:47.644560,dm_monitor,1,0,0.0000,0.0
2026-07-13T14:04:47.644560,reply_v17,61,0,0.0000,0.0
2026-07-13T16:04:48.188738,fan_hunter,4569,0,0.0000,0.0
2026-07-13T16:04:48.188738,dm_monitor,1,0,0.0000,0.0
2026-07-13T16:04:48.188738,reply_v17,61,0,0.0000,0.0
2026-07-13T18:04:48.620145,fan_hunter,4570,0,0.0000,0.0
2026-07-13T18:04:48.620145,dm_monitor,1,0,0.0000,0.0
2026-07-13T18:04:48.620145,reply_v17,61,0,0.0000,0.0
2026-07-13T20:04:49.582124,fan_hunter,4599,0,0.0000,0.0
2026-07-13T20:04:49.582124,dm_monitor,1,0,0.0000,0.0
2026-07-13T20:04:49.582124,reply_v17,61,0,0.0000,0.0
2026-07-13T22:04:49.914443,fan_hunter,4635,0,0.0000,0.0
2026-07-13T22:04:49.914443,dm_monitor,1,0,0.0000,0.0
2026-07-13T22:04:49.914443,reply_v17,61,0,0.0000,0.0
