timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-05-31T00:26:06.071931,fan_hunter,240,0,0.0000,0.0
2026-05-31T00:26:06.071931,dm_monitor,1,0,0.0000,0.0
2026-05-31T00:26:06.071931,reply_v17,28,0,0.0000,0.0
2026-05-31T02:26:07.311100,fan_hunter,375,0,0.0000,0.0
2026-05-31T02:26:07.311100,dm_monitor,1,0,0.0000,0.0
2026-05-31T02:26:07.311100,reply_v17,44,0,0.0000,0.0
2026-05-31T04:26:07.489267,fan_hunter,375,0,0.0000,0.0
2026-05-31T04:26:07.489267,dm_monitor,1,0,0.0000,0.0
2026-05-31T04:26:07.489267,reply_v17,44,0,0.0000,0.0
2026-05-31T06:26:07.721306,fan_hunter,375,0,0.0000,0.0
2026-05-31T06:26:07.721306,dm_monitor,1,0,0.0000,0.0
2026-05-31T06:26:07.721306,reply_v17,44,0,0.0000,0.0
2026-05-31T08:26:07.952270,fan_hunter,384,0,0.0000,0.0
2026-05-31T08:26:07.952270,dm_monitor,1,0,0.0000,0.0
2026-05-31T08:26:07.952270,reply_v17,44,0,0.0000,0.0
2026-05-31T10:26:08.169439,fan_hunter,434,0,0.0000,0.0
2026-05-31T10:26:08.169439,dm_monitor,1,0,0.0000,0.0
2026-05-31T10:26:08.169439,reply_v17,46,0,0.0000,0.0
2026-05-31T12:26:08.442164,fan_hunter,435,0,0.0000,0.0
2026-05-31T12:26:08.442164,dm_monitor,1,0,0.0000,0.0
2026-05-31T12:26:08.442164,reply_v17,46,0,0.0000,0.0
2026-05-31T14:26:08.642160,fan_hunter,436,0,0.0000,0.0
2026-05-31T14:26:08.642160,dm_monitor,1,0,0.0000,0.0
2026-05-31T14:26:08.642160,reply_v17,48,0,0.0000,0.0
2026-05-31T16:26:08.859880,fan_hunter,436,0,0.0000,0.0
2026-05-31T16:26:08.859880,dm_monitor,1,0,0.0000,0.0
2026-05-31T16:26:08.859880,reply_v17,48,0,0.0000,0.0
2026-05-31T18:26:09.065149,fan_hunter,437,0,0.0000,0.0
2026-05-31T18:26:09.065149,dm_monitor,1,0,0.0000,0.0
2026-05-31T18:26:09.065149,reply_v17,48,0,0.0000,0.0
2026-05-31T20:26:09.257647,fan_hunter,486,0,0.0000,0.0
2026-05-31T20:26:09.257647,dm_monitor,1,0,0.0000,0.0
2026-05-31T20:26:09.257647,reply_v17,48,0,0.0000,0.0
