timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-06-02T00:26:16.469111,fan_hunter,644,0,0.0000,0.0
2026-06-02T00:26:16.469111,dm_monitor,1,0,0.0000,0.0
2026-06-02T00:26:16.469111,reply_v17,53,0,0.0000,0.0
2026-06-02T02:26:16.808415,fan_hunter,646,0,0.0000,0.0
2026-06-02T02:26:16.808415,dm_monitor,1,0,0.0000,0.0
2026-06-02T02:26:16.808415,reply_v17,53,0,0.0000,0.0
2026-06-02T04:26:17.137439,fan_hunter,646,0,0.0000,0.0
2026-06-02T04:26:17.137439,dm_monitor,1,0,0.0000,0.0
2026-06-02T04:26:17.137439,reply_v17,53,0,0.0000,0.0
2026-06-02T06:26:17.694255,fan_hunter,649,0,0.0000,0.0
2026-06-02T06:26:17.694255,dm_monitor,1,0,0.0000,0.0
2026-06-02T06:26:17.694255,reply_v17,53,0,0.0000,0.0
2026-06-02T08:26:17.993485,fan_hunter,650,0,0.0000,0.0
2026-06-02T08:26:17.993485,dm_monitor,1,0,0.0000,0.0
2026-06-02T08:26:17.993485,reply_v17,53,0,0.0000,0.0
2026-06-02T10:26:18.496483,fan_hunter,652,0,0.0000,0.0
2026-06-02T10:26:18.496483,dm_monitor,1,0,0.0000,0.0
2026-06-02T10:26:18.496483,reply_v17,53,0,0.0000,0.0
2026-06-02T12:26:18.751840,fan_hunter,718,0,0.0000,0.0
2026-06-02T12:26:18.751840,dm_monitor,1,0,0.0000,0.0
2026-06-02T12:26:18.751840,reply_v17,53,0,0.0000,0.0
2026-06-02T14:26:19.093875,fan_hunter,719,0,0.0000,0.0
2026-06-02T14:26:19.093875,dm_monitor,1,0,0.0000,0.0
2026-06-02T14:26:19.093875,reply_v17,53,0,0.0000,0.0
2026-06-02T16:26:19.528674,fan_hunter,720,0,0.0000,0.0
2026-06-02T16:26:19.528674,dm_monitor,1,0,0.0000,0.0
2026-06-02T16:26:19.528674,reply_v17,53,0,0.0000,0.0
2026-06-02T18:26:19.908796,fan_hunter,722,0,0.0000,0.0
2026-06-02T18:26:19.908796,dm_monitor,1,0,0.0000,0.0
2026-06-02T18:26:19.908796,reply_v17,53,0,0.0000,0.0
2026-06-02T20:26:20.251295,fan_hunter,787,0,0.0000,0.0
2026-06-02T20:26:20.251295,dm_monitor,1,0,0.0000,0.0
2026-06-02T20:26:20.251295,reply_v17,53,0,0.0000,0.0
2026-06-02T21:42:55.906941,fan_hunter,799,0,0.0000,0.0
2026-06-02T21:42:55.906941,dm_monitor,1,0,0.0000,0.0
2026-06-02T21:42:55.906941,reply_v17,53,0,0.0000,0.0
2026-06-02T22:51:16.428883,fan_hunter,808,0,0.0000,0.0
2026-06-02T22:51:16.428883,dm_monitor,1,0,0.0000,0.0
2026-06-02T22:51:16.428883,reply_v17,53,0,0.0000,0.0
