timestamp,script,total_actions,converted,conversion_rate,avg_follow_days
2026-06-07T00:51:33.690422,fan_hunter,1175,0,0.0000,0.0
2026-06-07T00:51:33.690422,dm_monitor,1,0,0.0000,0.0
2026-06-07T00:51:33.690422,reply_v17,53,0,0.0000,0.0
2026-06-07T02:51:33.963902,fan_hunter,1191,0,0.0000,0.0
2026-06-07T02:51:33.963902,dm_monitor,1,0,0.0000,0.0
2026-06-07T02:51:33.963902,reply_v17,53,0,0.0000,0.0
2026-06-07T04:51:34.164131,fan_hunter,1192,0,0.0000,0.0
2026-06-07T04:51:34.164131,dm_monitor,1,0,0.0000,0.0
2026-06-07T04:51:34.164131,reply_v17,53,0,0.0000,0.0
2026-06-07T06:51:34.646853,fan_hunter,1195,0,0.0000,0.0
2026-06-07T06:51:34.646853,dm_monitor,1,0,0.0000,0.0
2026-06-07T06:51:34.646853,reply_v17,53,0,0.0000,0.0
2026-06-07T08:51:34.856813,fan_hunter,1201,0,0.0000,0.0
2026-06-07T08:51:34.856813,dm_monitor,1,0,0.0000,0.0
2026-06-07T08:51:34.856813,reply_v17,53,0,0.0000,0.0
2026-06-07T10:51:35.054965,fan_hunter,1207,0,0.0000,0.0
2026-06-07T10:51:35.054965,dm_monitor,1,0,0.0000,0.0
2026-06-07T10:51:35.054965,reply_v17,53,0,0.0000,0.0
2026-06-07T12:51:38.928227,fan_hunter,1217,0,0.0000,0.0
2026-06-07T12:51:38.928227,dm_monitor,1,0,0.0000,0.0
2026-06-07T12:51:38.928227,reply_v17,53,0,0.0000,0.0
2026-06-07T14:51:40.050234,fan_hunter,1223,0,0.0000,0.0
2026-06-07T14:51:40.050234,dm_monitor,1,0,0.0000,0.0
2026-06-07T14:51:40.050234,reply_v17,53,0,0.0000,0.0
2026-06-07T16:51:40.274518,fan_hunter,1233,0,0.0000,0.0
2026-06-07T16:51:40.274518,dm_monitor,1,0,0.0000,0.0
2026-06-07T16:51:40.274518,reply_v17,53,0,0.0000,0.0
2026-06-07T18:51:40.474261,fan_hunter,1241,0,0.0000,0.0
2026-06-07T18:51:40.474261,dm_monitor,1,0,0.0000,0.0
2026-06-07T18:51:40.474261,reply_v17,61,0,0.0000,0.0
2026-06-07T20:51:40.708122,fan_hunter,1243,0,0.0000,0.0
2026-06-07T20:51:40.708122,dm_monitor,1,0,0.0000,0.0
2026-06-07T20:51:40.708122,reply_v17,61,0,0.0000,0.0
2026-06-07T22:51:40.945320,fan_hunter,1264,0,0.0000,0.0
2026-06-07T22:51:40.945320,dm_monitor,1,0,0.0000,0.0
2026-06-07T22:51:40.945320,reply_v17,61,0,0.0000,0.0
